305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.80,83.00,4.08,4.27,100.00
305.68,83.19,4.34,4.54,100.00
305.56,83.38,4.60,4.82,100.00
305.43,83.56,4.87,5.09,100.00
305.31,83.75,5.13,5.37,100.00
305.19,83.94,5.40,5.64,100.00
305.07,84.13,5.66,5.92,100.00
304.95,84.32,5.93,6.20,100.00
304.82,84.51,6.19,6.48,100.00
304.70,84.70,6.46,6.76,100.00
304.58,84.89,6.73,7.04,100.00
304.45,85.08,6.99,7.32,100.00
304.33,85.27,7.26,7.60,100.00
304.20,85.47,7.53,7.88,100.00
304.08,85.66,7.80,8.16,100.00
303.95,85.85,8.07,8.44,100.00
303.83,86.04,8.34,8.72,100.00
303.70,86.24,8.61,9.01,100.00
303.58,86.43,8.88,9.29,100.00
303.45,86.62,9.15,9.57,100.00
303.33,86.82,9.42,9.86,100.00
303.20,87.01,9.69,10.14,100.00
303.08,87.21,9.97,10.43,100.00
302.95,87.40,10.24,10.71,100.00
302.82,87.60,10.51,11.00,100.00
302.70,87.79,10.79,11.29,100.00
302.57,87.99,11.06,11.57,100.00
302.44,88.19,11.34,11.86,100.00
302.31,88.38,11.62,12.15,100.00
302.18,88.59,11.90,12.45,100.00
302.05,88.79,12.19,12.75,100.00
301.91,89.01,12.48,13.06,100.00
301.77,89.22,12.78,13.37,100.00
301.63,89.44,13.09,13.70,100.00
301.49,89.66,13.41,14.02,100.00
